"sa100662.pdf" "sa15145.pdf" "sa16564.pdf" "sa17261.pdf" "sa17581.pdf" "sa17862.pdf" "sa18881.pdf" "sa18884.pdf" "sa19033.pdf" "sa19068.pdf" "sa19228.pdf" "sa19515.pdf" "sa20582.pdf" "sa20674.pdf" "sa20821.pdf" "sa20947.pdf" "sa23082.pdf" "sa23179.pdf" "sa24558.pdf" "sa24889.pdf" "sa25115.pdf" "sa25124.pdf" "sa25137.pdf" "sa25435.pdf" "sa25739.pdf" "sa25740.pdf" "sa25779.pdf" "sa26377.pdf" "sa26413.pdf" "sa27517.pdf" "sa28092.pdf" "sa28156.pdf" "sa28192.pdf" "sa28435.pdf" "sa28438.pdf" "sa28665.pdf" "sa28845.pdf" "sa28969.pdf" "sa29001.pdf" "sa29028.pdf" "sa29119.pdf" "sa29606.pdf" "sa29706.pdf" "sa29729.pdf" "sa297291.pdf" "sa29775.pdf" "sa29826.pdf" "sa29874.pdf" "sa30296.pdf" "sa30317.pdf" "sa303171.pdf" "sa30705.pdf" "sa30791.pdf" "sa31219.pdf" "sa31229.pdf" "sa31230.pdf" "sa31346.pdf" "sa31687.pdf" "sa31729.pdf" "sa31851.pdf" "sa32021.pdf" "sa32037.pdf" "sa32309.pdf" "sa32829.pdf" "sa32866.pdf" "sa33077.pdf" "sa33092.pdf" "sa33099.pdf" "sa33151.pdf" "sa33221.pdf" "sa33222.pdf" "sa33324.pdf" "sa33364.pdf" "sa33386.pdf" "sa33420.pdf" "sa33438.pdf" "sa33473.pdf" "sa33641.pdf" "sa33656.pdf" "sa33671.pdf" "sa33807.pdf" "sa33869.pdf" "sa34031.pdf" "sa34166.pdf" "sa34188.pdf" "sa34199.pdf" "sa34290.pdf" "sa34665.pdf" "sa34708.pdf" "sa34732.pdf" "sa34809.pdf" "sa34845.pdf" "sa34932.pdf" "sa35000.pdf" "sa35027.pdf" "sa35028.pdf" "sa35029.pdf" "sa35060.pdf" "sa35233.pdf" "sa35562.pdf" "sa35834.pdf" "sa35913.pdf" "sa35949.pdf" "sa36132.pdf" "sa36234.pdf" "sa36601.pdf" "sa36703.pdf" "sa36918.pdf" "sa37558.pdf" "sa37682.pdf" "sa37685.pdf" "sa37812.pdf" "sa37860.pdf" "sa37864.pdf" "sa38025.pdf" "sa38348.pdf" "sa38626.pdf" "sa38690.pdf" "sa39089.pdf" "sa39090.pdf" "sa39518.pdf" "sa40720.pdf" "sa41065.pdf" "sa41175.pdf" "sa41416.pdf" "sa43404.pdf" "sa43484.pdf" "sa46203.pdf" "sa46372.pdf" "sa46613.pdf" "sa46731.pdf" "sa46805.pdf" "sa48325.pdf" "sa48418.pdf" "sa49445.pdf" "sa49614.pdf" "sa49935.pdf" "sa50844.pdf" "sa52224.pdf" "sa52732.pdf" "sa54668.pdf" "sa54684.pdf" "sa55578.pdf" "sa56426.pdf" "sa56599.pdf" "sa57216.pdf" "sa57357.pdf" "sa57495.pdf" "sa57496.pdf" "sa57497.pdf" "sa58074.pdf" "sa58099.pdf" "sa58261.pdf" "sa59574.pdf" "sa62696.pdf" "sa63172.pdf" "tdm.tfidf.median.rw"
"abrera" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00109456163143964 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"abril" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0201254204940946 0 0
"abrupt" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00158477612403144 0 0.00196296133544803 0 0 0 0 0 0 0 0 0 0.00145493611999517 0 0 0
"abruzzo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00160751974906963 0.00132687401707035 0 0 0 0 0 0 0
"absenc" 0 0 0.00042620588619392 0.000289049910979491 0.000331611942188765 0.000373831673748656 0 0.000700793213175351 0 0 0.000807528471927036 0.000559957884275295 0 0.000661333010865406 0.00168393868283877 0 0 0.00132739658690152 0 0.000885071746496818 0 0 0.000465554548040223 0.000485277308705107 0 0.000652496634489567 0 0 0 0 0 0 0.00040874458777276 0.000367465431383828 0 0 0 0.000418201719160531 0 0.000443099433736468 0.000337891556534656 0 0 0 0 0.000386121603930156 0.000824755745994813 0 0.000478273306311425 0 0 0 0.00107390071093075 0 0.000525099159164779 0 0 0.000269723899489583 0 0.000436019837520754 0 0 0.000589111247139152 0 0.00110458358838591 0 0.000622718264593399 0 0.000459559293830691 0 0.00068539258669929 0.000364291407241525 0 0.000619944463860244 0 0.000712908347479189 0.000553830211446974 0.000323631047870305 0 0.000182002788200111 0.000278884945670022 0 0 0 0 0 0 0 0.000664014943399927 0 0 0 0.000643149409134125 0.000645685604901994 0.000947995110338866 0.000947995110338866 0.000947995110338866 0 0 0 0.000449539832482638 0 0.000871493626403411 0 0.000627986608625492 0.00112945856876952 0.00158878461343179 0.000902578029420394 0.00127767862055104 0 0 0 0 0 0.000685772516071075 0.00156996652156373 0.000515615567793367 0.00141927375027788 0.00110065268593614 0.00110065268593614 0.00172543043095149 0.00055749061540807 0.000454383062803215 0.000731166441484763 0.00157396134731835 0 0 0.000404821210403213 0.00100999660476506 0.000756810941471586 0.00104135826514497 0 0.000585517594180163 0.000292420489834278 0 0.000840951855810421 0 0.000833148950234209 0.00059707220993833 0.000362299966514707 0.000262698248653501 0.000515902259796589 0.000296437768129126 0.000639015299066229 0 0.000652802683567658 0 0 0.000474603690150468 0.000391745921150164 0 0.000500999035768987 0 0.000473634616765781 0 0.000990940065052508 0.000289049910979491
"absent" 0 0 0 0.00128208013003736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00162989196729502 0 0 0 0 0 0 0 0 0 0 0 0 0.00182910098551997 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00123699345278627 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00113342804115118 0 0 0 0 0 0.00304174221538798 0 0 0 0 0 0 0.000412124696316837 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00124334659136554 0 0 0 0 0 0 0 0.00141717535035122 0 0 0 0 0 0 0 0 0 0 0 0 0
"absolut" 0 0 0 0 0 0 0 0 0 0 0.0024806091027594 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00194421545639191 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000570843152227227 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"abstract" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00690559452024858 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"abus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00228893015981874 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00160751974906963 0 0 0 0 0 0 0 0
"academ" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0499311055498347 0 0 0 0 0 0 0 0 0 0
"academi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00453919141362134 0 0 0 0 0 0 0 0 0 0
"acceler" 0 0.000880586946918963 0.000690878504978222 0.000468549067083361 0.00161262598856782 0.000605980058556643 0.000776079724116403 0 0 0.000602822647429895 0.000654500655064225 0.000605126737210859 0.00100807138427452 0 0.000682414929826492 0.00086142182436288 0.00140959934895744 0.00107585300810986 0 0.000478232911077135 0 0.000645788967512919 0 0 0 0 0.00116773486439254 0 0 0 0.00439778510332628 0.00235497260752232 0.000662573790897616 0.0005956603981535 0 0.00178098579672894 0.000626945604559228 0.000225967924479806 0.00069955465364539 0.0007182628965318 0 0 0.00140367942635333 0.00191597771380585 0.00191597771380585 0 0.000668463335705595 0 0 0 0 0 0 0 0.000851184213547023 0.00236360791828851 0 0 0 0.00070678689160601 0 0 0 0 0 0 0.000336474833408857 0 0.00074494428198989 0 0.000277754848631134 0 0 0.000334976059095231 0 0.000288905590729464 0.000299252388646556 0.0010492099793077 0 0.00029502599163154 0 0 0 0 0 0.000480985770814707 0 0 0 0.000659957220420179 0 0 0.000347514442083546 0 0 0 0 0 0 0 0 0 0.000470896213317968 0 0 0 0 0 0.000414222667402255 0 0 0 0 0 0 0 0 0 0 0 0 0.000150615111690125 0 0 0 0 0 0 0.00109146771069491 0 0 0.000433316769039928 0.000949122321416232 0.000948025531255965 0 0.000908787012288573 0 0 0 0 0.000425833098906452 0 0 0 0 0 0.000937098134166722 0 0 0 0 0 0 0 0 0.000535436990152221 0
"accentu" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00391613845411978 0.00520745834205654 0 0 0 0 0 0 0 0 0
"accept" 0 0 0 0.000623052959501558 0 0 0 0.000755287009063444 0 0 0 0.0012070006035003 0 0 0 0 0 0 0 0 0 0 0.00501756146512795 0 0 0 0 0.0015390534821085 0 0 0 0 0 0 0 0 0.00166736140058358 0.000300480769230769 0.0027906976744186 0.000955109837631328 0 0 0 0 0 0.00166458593424886 0.000888888888888889 0.000702247191011236 0 0 0 0.00251889168765743 0 0.00232828870779977 0 0 0 0 0 0 0 0 0 0 0.00238095238095238 0.00222965440356745 0 0 0 0 0.000369344413665743 0 0 0 0 0 0 0.00069759330310429 0 0.00117693213024716 0.000601142170123234 0 0.00068212824010914 0 0 0 0 0.0025 0.000477099236641221 0.000877577885037297 0 0 0.000462107208872458 0 0.000510855683269476 0.000510855683269476 0.000510855683269476 0 0 0.00117924528301887 0 0 0.000626174076393237 0 0.00135363790186125 0 0 0 0 0 0 0 0.00573065902578797 0.0037037037037037 0 0 0 0.000764818355640535 0 0 0.000929800092980009 0.00140196274784699 0 0 0 0 0 0 0 0 0 0.000576202823393835 0 0 0 0 0 0 0 0 0.000566251415628539 0 0 0 0 0 0 0 0.0020460358056266 0 0 0 0 0 0 0 0
"access" 0 0.000783423442477305 0.000790260854239854 0.000684824355012871 0.000683185560988071 0.00100121642205399 0.00118362427222577 0.00122720560400146 0.000876859265892029 0.000727845907680318 0.00191321686648505 0.000942125395117547 0.0010890215949718 0.001226227996921 0.000780579800217859 0.00109481855649749 0.000985336700847744 0.000820409098559924 0.000191538396757978 0.000820539529259218 0.00120882369286127 0.000738685220987618 0.000911176888942495 0.000899789686025189 0.000732180070576904 0.00127705734153473 0.000890475093002154 0.000183873913009294 0.000725071903313478 0.0010332719998079 0.000279466842053308 0.00084802725453963 0.000799989224520878 0.000794903310743309 0.000306338653789202 0.000452706500803937 0.0010756968818342 0.000976454458953083 0.000755730334743223 0.00127802028629535 0.00135743945349855 0.00121658119309125 0.00107039843190553 0.000365264942607253 0.000365264942607253 0.00127277782747873 0.00093453711982626 0.00110746586355816 0.00167507239144116 0.00113952500723972 0.00110163277987818 0.000601874433137476 0.00110622291646101 0.000667597159363664 0.00151452998274051 0.000901203708580493 0.000962837407477144 0.00133364176719392 0.00151544676844434 0.000898286278028488 0.000294992777722936 0.00167462480176524 0.00139573725688338 0.00121423524478334 0.00153606953542872 0.00170484120369643 0.00158226998628302 0.00130928301345522 0.00160952968766511 0 0.00172975266449837 0.00138844657218004 0.000770222900955709 0.00176680306871385 0.000268476572983795 0.00165232220484072 0.0016544481532937 0.00123347520730469 0.00162706359526109 0.00275596626468968 0.00137893828648846 0.000273861489920433 0.0013365225304473 0.000729600457879627 0.000653895051189723 0.00146713389163642 0 0.000955776599822312 0.00177840111608159 0.000796829986688193 0.00101678361683225 0 0.00205377134435016 0.00119721494758536 0.00168451048244545 0.00168451048244545 0.00168451048244545 0.00048835300720848 0.000319657725693081 0.00180335207513644 0.00208381526124051 0 0.00170567520945121 0.00095458337060905 0.00139080858857392 0.00302497767442241 0.00114562263677332 0.000906500179792562 0.00200052386633147 0.000819237085561982 0.00104058421319794 0 0.00136930744960217 0.00106197399980257 0.00091833671823282 0.00129377543123156 0.00201831124163645 0.00201023759044846 0.000736957046126338 0.000736957046126338 0.00102198334709034 0.00221093926055432 0.00166160966178707 0.00120507687920859 0.000648533740337446 0 0.000543569630230699 0.00246033243409757 0.00138719390395111 0.00171509667178555 0.000536350504950792 0.00316664675827041 0.00217130569585212 0.000933787412369734 0 0.00196352896640233 0.000484271883834428 0.00134455253491915 0.00230641071385693 0.00128755535704294 0.000649451823208819 0.0011160027020444 0.000916079808136401 0.000987372520477595 0 0.00152422159446335 0.000714599326969953 0.00079186130888344 0.000464443872036418 0.000786896503970238 0.000478366666577734 0.00121278348249591 0.00146501624742844 0.00107335810087243 0 0.00214360718365275 0.00104058421319794
"accessori" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00129679640777185 0
"accessrel" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00232837102152522 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00207514810320465 0 0 0 0 0 0 0 0 0 0 0 0.00672443030389599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00329925232138717 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"accessseek" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00123291530381762 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00132212920043379 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"accessus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00218978125003374 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"accid" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00138629370577361 0 0 0 0 0 0 0 0 0 0 0.00338104372368985 0.00338104372368985 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"acción" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00365549534313209 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"accommod" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000922016421761689 0 0 0 0 0 0.00300635735090572 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000470702955952443 0 0 0.0039868021358279 0 0 0 0 0 0 0 0.000988733638649788 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00126901720252189 0 0 0 0 0
"accompani" 0 0 0 0.00115278495892246 0 0 0 0 0 0 0 0.000744405495502131 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00142379365838441 0 0 0 0 0 0.00146552068045192 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00313065966001784 0 0 0 0 0 0.000370562759677658 0 0.00291602814668329 0 0 0 0 0 0 0 0 0 0.00116622745607976 0 0 0.00170448628196273 0 0 0.00072245992154258 0.00209537922884547 0 0 0 0 0 0 0 0.000946404019984934 0 0 0 0 0 0 0 0
"accomplish" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00105271278266687 0 0 0 0 0.00109497497467174 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00192908281493776 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"accord" 0 0.000197466246351269 0.000189353127976708 0.000128417993646509 0.000107147120568014 0.000211380288421145 0.000135357553111786 0.000339649898054347 0.000114601545622823 0.000195258986149346 0.000163075306434565 0.000180927968225289 0.00015070256870776 0.000253748896277476 0.000187033466245596 6.43895282107611e-05 0.000140486243368933 0.000107223763715774 3.75498050287204e-05 0.00016681903842966 0.000221182915624486 0.000193085644063528 9.40158189128524e-05 0.000195997413277526 0.000154580399487708 2.6353519984995e-05 5.81905363643835e-05 0.000216283409495939 0.000129223122133321 0.000303848962854024 0 0.000136911763011817 8.25434040058656e-05 0.000192939077403017 0.000120111235316227 0.000221875106090367 0.000249935509253275 0.0001520157821971 0.000174300955435642 0.000125273609326954 9.55291106812239e-05 0.00011925125033783 0.000209844360720465 0.000238692391201675 0.000238692391201675 0.000109164768177545 0.000149898821674652 0.000171057292992492 0.000173851726169055 7.44653858294346e-05 5.18322343273347e-05 0.000235986809941203 0.000130120504925913 8.72519334543957e-05 8.48323835170639e-05 0.000117783254327909 0.000176173900557851 0.000130725716576731 0.000184402596373957 0.000105661763398486 0.000115662671045256 0.000170229031752525 0.000333108492610337 0.000272048678175412 0.000133838233638082 0.000167111283918229 0.000176055663040698 8.55586881704634e-05 0.000129927160936424 0.00059170587503152 0.000200695559952212 0.000161845999059793 0.000219631973149673 0.000191963969850612 0.000210532052913837 0.000179959207734647 0.000193860394127584 0.000117639465911394 7.73272229428176e-05 8.08595056110813e-05 0.000146429567310676 0.000214754758846206 0.000127812774279205 4.767774226293e-05 8.54611298031082e-05 0.000119842358230454 0.000194673794382665 0.000140530145319986 0.000160912380137389 8.2217431809265e-05 0.000214666888650279 0.00060443073255908 0.000190490646767695 9.12745086745445e-05 0.000124437080572827 0.000124437080572827 0.000124437080572827 8.20613987269992e-05 0.000250666925877344 8.83837391949598e-05 7.2625398098184e-05 0.000460754574819627 0.00012906128979502 0.000163747152266318 0.000114136158635522 9.12348275560876e-05 6.41690161278475e-05 0.000127588977592724 0.000113528438338004 0.000321211760731397 0.00040799897026307 0.000312289211822191 0.000214754758846206 0.000277590410508615 0.000221579928565635 0.000158522442549336 0.00013536292593571 7.16533564410382e-05 0.000200042911487525 0.000200042911487525 0.000104531953748014 6.00435896954344e-05 5.50558845523942e-05 0.000118123578939836 0.00019071096905172 0 0.000142084191160807 4.90506615427526e-05 0.000108779986701489 9.16999316933025e-05 0.000168236612429463 8.63721242723433e-05 0.000141889923755981 0.000106294468568537 0.000703750336500713 5.66083163423912e-05 0.000120830464270217 0.00011216613414745 8.44024896816733e-05 9.51134655296014e-05 9.54904724711117e-05 3.12549669880425e-05 4.78909973401444e-05 3.87135386556436e-05 0.000340679140169663 7.03090157948648e-05 7.00461783526411e-05 9.31434268898002e-05 9.58432363648669e-05 6.32885039791648e-05 3.75122176362993e-05 3.03520832224592e-05 2.29765207962373e-05 2.86942614231723e-05 0 4.66932961784693e-05 0.000129927160936424
